,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
8200,Oregon,No,1,High School or Below,Employed,M,Urban,Married,3,Branch,Four-Door Car,2,P,1
8201,California,No,1,College,Unemployed,F,Suburban,Married,4,Web,Four-Door Car,2,C,3
8202,California,No,2,Bachelor,Unemployed,F,Urban,Single,1,Web,Four-Door Car,3,P,3
8203,Arizona,No,1,Bachelor,Employed,M,Urban,Married,2,Branch,Two-Door Car,3,P,3
8204,Oregon,Yes,1,College,Employed,F,Urban,Married,2,Agent,Four-Door Car,2,P,2
8205,California,No,1,Bachelor,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,P,3
8206,Oregon,No,3,Bachelor,Employed,M,Suburban,Married,2,Branch,Luxury Car,1,P,2
8207,Arizona,No,2,High School or Below,Employed,F,Rural,Single,3,Call Center,Four-Door Car,2,P,3
8208,California,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Two-Door Car,1,P,1
8209,California,No,1,College,Other,M,Suburban,Single,2,Branch,Four-Door Car,2,P,2
8210,Washington,No,1,Bachelor,Employed,M,Rural,Single,2,Branch,Two-Door Car,2,C,2
8211,Nevada,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,1,P,2
8212,California,No,1,College,Employed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,3
8213,Oregon,No,2,High School or Below,Other,F,Rural,Married,1,Branch,Four-Door Car,2,P,3
8214,Arizona,No,1,Bachelor,Employed,M,Suburban,Married,3,Branch,Four-Door Car,2,C,2
8215,Oregon,No,1,High School or Below,Employed,F,Urban,Married,3,Call Center,Four-Door Car,2,P,2
8216,California,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,1,P,2
8217,Arizona,No,1,Bachelor,Employed,M,Rural,Married,1,Agent,SUV,2,S,1
8218,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Married,1,Branch,Four-Door Car,1,P,3
8219,Nevada,No,3,Bachelor,Employed,F,Urban,Single,1,Web,Four-Door Car,2,P,1
8220,Arizona,Yes,3,Bachelor,Other,F,Suburban,Married,1,Agent,Luxury Car,2,P,3
8221,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Branch,SUV,3,P,3
8222,Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,3,Call Center,Luxury Car,2,P,3
8223,Oregon,No,1,High School or Below,Unemployed,F,Urban,Married,1,Agent,Four-Door Car,2,P,3
8224,Nevada,No,1,College,Employed,M,Rural,Married,2,Call Center,Four-Door Car,2,P,2
8225,Oregon,No,2,High School or Below,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,C,3
8226,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,C,1
8227,Oregon,Yes,1,High School or Below,Other,F,Suburban,Married,2,Call Center,SUV,2,P,2
8228,Oregon,No,1,High School or Below,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
8229,Nevada,No,2,High School or Below,Other,F,Suburban,Single,1,Web,Four-Door Car,2,P,3
8230,Nevada,No,2,High School or Below,Employed,F,Rural,Married,1,Branch,SUV,2,P,2
8231,Washington,No,2,Bachelor,Employed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,3
8232,Arizona,No,2,Master and Above,Employed,F,Suburban,Single,3,Branch,Two-Door Car,2,C,3
8233,Oregon,No,1,College,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,3
8234,Arizona,No,1,Bachelor,Other,M,Rural,Married,2,Agent,Four-Door Car,2,P,3
8235,Nevada,No,2,College,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,2,P,2
8236,Oregon,No,2,Bachelor,Employed,M,Suburban,Married,4,Call Center,Four-Door Car,1,C,3
8237,Washington,No,1,Bachelor,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,1
8238,Oregon,No,1,College,Employed,F,Rural,Married,2,Agent,Four-Door Car,2,P,1
8239,Oregon,No,1,High School or Below,Employed,M,Rural,Married,2,Branch,Four-Door Car,2,P,3
8240,Oregon,No,1,Bachelor,Employed,M,Urban,Married,4,Agent,Four-Door Car,2,P,2
8241,Oregon,No,1,College,Unemployed,F,Suburban,Married,1,Agent,Four-Door Car,2,C,3
8242,Arizona,Yes,1,Master and Above,Employed,M,Rural,Single,1,Agent,Luxury Car,2,P,1
8243,Oregon,No,1,Bachelor,Employed,F,Rural,Single,3,Web,Four-Door Car,2,P,2
8244,Oregon,Yes,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,2,P,1
8245,Oregon,No,1,Bachelor,Employed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,3
8246,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
8247,Washington,No,1,College,Employed,F,Urban,Single,3,Agent,Four-Door Car,2,P,2
8248,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,2,Call Center,Two-Door Car,1,P,1
8249,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,3,Branch,Two-Door Car,2,P,1
8250,Arizona,No,1,College,Employed,F,Urban,Married,2,Branch,Two-Door Car,2,P,3
8251,Arizona,No,3,College,Employed,M,Rural,Married,2,Agent,Four-Door Car,2,P,3
8252,Arizona,No,2,College,Other,M,Suburban,Married,1,Branch,Four-Door Car,2,P,3
8253,California,No,1,Master and Above,Employed,F,Rural,Single,2,Branch,Four-Door Car,2,P,2
8254,Oregon,No,2,High School or Below,Employed,M,Suburban,Single,2,Web,Four-Door Car,2,P,3
8255,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Single,2,Agent,SUV,2,P,1
8256,California,Yes,1,Bachelor,Unemployed,M,Suburban,Married,2,Agent,SUV,2,P,2
8257,Arizona,No,2,College,Unemployed,M,Suburban,Single,3,Agent,Four-Door Car,2,P,3
8258,Nevada,No,2,College,Employed,F,Rural,Married,2,Call Center,Two-Door Car,2,C,3
8259,Oregon,Yes,1,High School or Below,Other,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8260,California,Yes,1,High School or Below,Employed,M,Rural,Married,2,Agent,Luxury Car,2,P,3
8261,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Two-Door Car,1,P,3
8262,California,No,1,High School or Below,Employed,F,Suburban,Married,4,Agent,Luxury Car,2,P,2
8263,California,Yes,1,College,Other,F,Suburban,Married,1,Branch,Luxury Car,3,P,2
8264,California,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Agent,SUV,2,C,1
8265,California,No,1,High School or Below,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
8266,California,Yes,2,Master and Above,Employed,F,Suburban,Single,2,Agent,Luxury Car,2,P,3
8267,Washington,Yes,1,Bachelor,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,C,3
8268,Arizona,No,1,High School or Below,Employed,M,Suburban,Single,3,Branch,Two-Door Car,2,P,2
8269,Arizona,Yes,3,High School or Below,Employed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
8270,Washington,No,1,College,Employed,F,Urban,Married,3,Agent,Four-Door Car,2,C,3
8271,California,Yes,1,Bachelor,Employed,M,Suburban,Single,2,Call Center,Two-Door Car,1,C,3
8272,Oregon,No,2,Master and Above,Employed,F,Rural,Single,2,Web,Four-Door Car,3,P,1
8273,Oregon,No,1,College,Employed,M,Rural,Married,4,Agent,Four-Door Car,2,P,3
8274,Oregon,No,1,Bachelor,Employed,M,Urban,Married,3,Web,Four-Door Car,2,S,3
8275,California,No,3,Bachelor,Unemployed,M,Suburban,Married,2,Branch,SUV,1,P,3
8276,Nevada,Yes,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,C,2
8277,California,No,2,Bachelor,Employed,F,Urban,Single,1,Agent,Two-Door Car,3,P,2
8278,Oregon,No,2,College,Employed,M,Suburban,Single,2,Branch,Four-Door Car,3,P,2
8279,Arizona,No,2,Bachelor,Unemployed,M,Suburban,Married,2,Call Center,Four-Door Car,2,C,2
8280,California,No,3,Bachelor,Employed,F,Rural,Married,2,Branch,Two-Door Car,2,P,2
8281,Arizona,No,1,College,Unemployed,M,Suburban,Single,3,Call Center,Two-Door Car,3,P,2
8282,California,No,1,Master and Above,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
8283,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,1
8284,California,No,2,High School or Below,Other,F,Suburban,Single,4,Branch,SUV,2,C,1
8285,Oregon,No,2,College,Employed,M,Suburban,Married,4,Agent,SUV,2,P,2
8286,California,No,1,College,Employed,M,Suburban,Single,2,Agent,Four-Door Car,3,P,3
8287,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,P,3
8288,Oregon,No,1,Bachelor,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,2
8289,California,No,1,Bachelor,Employed,F,Urban,Single,2,Branch,Two-Door Car,2,P,2
8290,California,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Web,Two-Door Car,2,P,3
8291,Arizona,No,1,High School or Below,Employed,M,Urban,Married,4,Branch,Four-Door Car,2,C,2
8292,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,P,3
8293,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,4,Web,Two-Door Car,2,P,3
8294,Oregon,No,1,College,Unemployed,F,Suburban,Single,3,Branch,Four-Door Car,3,P,2
8295,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,3
8296,Oregon,No,2,Bachelor,Other,F,Urban,Single,1,Branch,Four-Door Car,2,P,1
8297,California,No,1,College,Employed,F,Urban,Married,3,Branch,Two-Door Car,2,P,2
8298,Nevada,No,1,Bachelor,Employed,M,Suburban,Married,2,Branch,SUV,2,P,2
8299,Oregon,No,2,College,Employed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,1
8300,California,No,2,Bachelor,Other,M,Suburban,Married,3,Agent,Four-Door Car,2,P,2
8301,Oregon,No,1,Bachelor,Other,M,Suburban,Single,2,Call Center,SUV,2,C,3
8302,California,No,2,College,Employed,F,Rural,Married,2,Agent,Luxury Car,1,P,1
8303,California,No,1,College,Employed,F,Suburban,Married,3,Branch,SUV,2,P,3
8304,Nevada,No,1,Bachelor,Employed,M,Rural,Married,2,Branch,Two-Door Car,2,P,2
8305,Oregon,No,2,College,Other,M,Suburban,Married,1,Branch,Four-Door Car,1,P,3
8306,California,No,3,Bachelor,Employed,M,Rural,Married,4,Agent,Two-Door Car,2,P,1
8307,Oregon,Yes,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
8308,California,Yes,1,Bachelor,Employed,F,Suburban,Married,1,Agent,Two-Door Car,2,C,1
8309,Nevada,No,1,Master and Above,Employed,F,Rural,Married,1,Agent,Two-Door Car,3,P,3
8310,Oregon,No,1,Master and Above,Employed,M,Urban,Single,2,Web,Four-Door Car,2,P,2
8311,California,No,2,College,Unemployed,F,Suburban,Single,3,Agent,Four-Door Car,1,P,1
8312,Nevada,No,2,College,Employed,F,Urban,Married,4,Branch,Two-Door Car,3,P,2
8313,California,No,1,College,Employed,M,Suburban,Married,2,Branch,Two-Door Car,1,C,3
8314,California,Yes,1,High School or Below,Other,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8315,Arizona,Yes,1,Master and Above,Other,F,Suburban,Single,2,Branch,Two-Door Car,2,P,3
8316,Oregon,No,2,High School or Below,Employed,F,Suburban,Single,3,Branch,Two-Door Car,2,P,3
8317,California,Yes,1,College,Other,M,Suburban,Single,2,Web,Four-Door Car,2,P,2
8318,Arizona,No,2,College,Employed,F,Rural,Married,1,Call Center,Four-Door Car,2,P,2
8319,California,Yes,3,Bachelor,Other,F,Suburban,Single,1,Agent,Four-Door Car,2,P,2
8320,California,No,1,High School or Below,Employed,M,Suburban,Married,1,Agent,SUV,2,S,3
8321,California,No,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,3,P,3
8322,Oregon,No,2,High School or Below,Employed,M,Urban,Married,3,Agent,Four-Door Car,2,S,2
8323,Oregon,No,1,Bachelor,Employed,M,Rural,Single,1,Branch,SUV,2,S,3
8324,California,No,1,High School or Below,Employed,F,Suburban,Married,2,Call Center,Two-Door Car,2,P,3
8325,Oregon,No,2,Bachelor,Employed,M,Suburban,Married,4,Branch,Four-Door Car,1,P,1
8326,Nevada,No,1,Master and Above,Employed,F,Urban,Married,3,Agent,Four-Door Car,1,P,3
8327,California,No,1,High School or Below,Employed,F,Suburban,Married,2,Agent,Four-Door Car,2,P,3
8328,California,No,1,College,Employed,M,Urban,Married,1,Branch,SUV,2,P,3
8329,Oregon,No,1,Master and Above,Unemployed,F,Suburban,Single,2,Agent,Two-Door Car,1,C,3
8330,Nevada,No,1,High School or Below,Employed,F,Suburban,Single,2,Web,Two-Door Car,1,C,3
8331,Arizona,No,2,Bachelor,Employed,F,Rural,Married,1,Call Center,Four-Door Car,2,P,2
8332,Oregon,Yes,1,College,Employed,M,Suburban,Married,1,Agent,SUV,2,P,2
8333,Arizona,Yes,2,Bachelor,Other,M,Suburban,Married,2,Agent,Two-Door Car,2,P,3
8334,Arizona,No,1,Bachelor,Other,M,Suburban,Single,2,Branch,Four-Door Car,2,P,3
8335,Nevada,No,1,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,1,P,1
8336,California,No,2,College,Employed,M,Suburban,Married,4,Branch,SUV,2,C,2
8337,California,No,1,College,Unemployed,M,Suburban,Married,1,Call Center,Luxury Car,1,P,2
8338,Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,4,Call Center,Four-Door Car,2,C,1
8339,Nevada,No,2,Bachelor,Employed,F,Urban,Single,2,Agent,Two-Door Car,2,P,3
8340,Nevada,Yes,1,Master and Above,Other,F,Suburban,Single,1,Agent,Four-Door Car,1,C,3
8341,Washington,No,2,Bachelor,Other,M,Suburban,Single,1,Branch,Four-Door Car,2,P,2
8342,Arizona,No,1,College,Employed,F,Urban,Married,2,Web,Two-Door Car,2,P,3
8343,Washington,Yes,1,College,Employed,M,Suburban,Married,2,Branch,SUV,1,C,3
8344,Oregon,No,1,College,Unemployed,M,Suburban,Single,4,Branch,Four-Door Car,1,C,3
8345,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Branch,Luxury Car,2,P,1
8346,Oregon,No,2,High School or Below,Employed,M,Suburban,Married,1,Branch,Two-Door Car,1,P,2
8347,California,No,1,Master and Above,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,3,S,3
8348,Washington,No,1,College,Employed,M,Suburban,Single,1,Branch,SUV,2,P,2
8349,Oregon,No,1,Bachelor,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,1,C,2
8350,Nevada,No,2,Bachelor,Employed,F,Rural,Married,4,Branch,Two-Door Car,2,P,3
8351,California,No,2,College,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
8352,Oregon,No,3,High School or Below,Unemployed,F,Suburban,Single,1,Call Center,Luxury Car,2,C,1
8353,Arizona,No,2,Bachelor,Employed,M,Urban,Single,1,Branch,Luxury Car,2,P,3
8354,Nevada,No,1,Bachelor,Employed,F,Suburban,Married,1,Agent,SUV,3,C,3
8355,Oregon,No,1,College,Employed,F,Rural,Married,1,Branch,Four-Door Car,2,C,3
8356,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Married,2,Branch,Four-Door Car,2,P,3
8357,California,No,1,High School or Below,Employed,M,Suburban,Married,4,Agent,Four-Door Car,2,P,3
8358,California,No,2,Bachelor,Unemployed,M,Suburban,Single,1,Agent,SUV,2,P,2
8359,Oregon,No,1,College,Employed,M,Suburban,Single,1,Agent,Four-Door Car,1,C,1
8360,Nevada,Yes,1,High School or Below,Unemployed,M,Suburban,Married,2,Web,Luxury Car,2,P,2
8361,California,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,1
8362,Oregon,No,1,College,Employed,F,Rural,Married,2,Web,Four-Door Car,2,S,3
8363,Arizona,No,2,High School or Below,Employed,F,Urban,Married,2,Web,Two-Door Car,2,P,3
8364,Oregon,No,3,College,Employed,F,Suburban,Married,2,Branch,SUV,2,P,1
8365,Oregon,No,1,College,Employed,M,Suburban,Single,1,Call Center,Four-Door Car,2,P,1
8366,Arizona,No,3,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,SUV,2,C,3
8367,Nevada,No,1,College,Employed,M,Urban,Married,2,Branch,Two-Door Car,2,P,3
8368,Oregon,Yes,1,College,Employed,M,Urban,Single,2,Agent,Four-Door Car,2,P,2
8369,California,No,1,Bachelor,Unemployed,F,Suburban,Married,2,Call Center,SUV,2,P,3
8370,California,No,2,Master and Above,Employed,F,Urban,Single,1,Agent,Two-Door Car,3,P,3
8371,California,Yes,1,Bachelor,Other,M,Suburban,Married,1,Agent,SUV,2,P,2
8372,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,1,Call Center,Four-Door Car,2,P,2
8373,Oregon,No,2,Bachelor,Unemployed,M,Rural,Married,2,Agent,Two-Door Car,2,P,2
8374,Arizona,Yes,1,High School or Below,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
8375,California,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,SUV,1,P,2
8376,Nevada,No,1,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,1,P,3
8377,Nevada,No,3,Master and Above,Employed,M,Suburban,Single,2,Agent,Two-Door Car,1,P,2
8378,California,Yes,1,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,2,P,3
8379,Oregon,No,2,Bachelor,Employed,M,Rural,Married,3,Agent,SUV,2,P,3
8380,California,No,2,College,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,1,P,3
8381,Oregon,Yes,1,High School or Below,Other,M,Suburban,Married,1,Web,Luxury Car,2,P,3
8382,Nevada,Yes,1,College,Employed,F,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8383,Washington,No,2,College,Employed,M,Rural,Married,2,Call Center,Four-Door Car,2,C,1
8384,California,No,1,High School or Below,Employed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,3
8385,California,No,2,Bachelor,Employed,M,Urban,Married,3,Branch,SUV,2,P,2
8386,Oregon,Yes,2,Master and Above,Employed,M,Suburban,Married,2,Branch,SUV,2,P,2
8387,Oregon,No,1,Bachelor,Employed,M,Suburban,Single,2,Agent,Four-Door Car,2,C,3
8388,Arizona,No,2,Bachelor,Employed,M,Urban,Married,1,Call Center,Two-Door Car,2,P,3
8389,Nevada,No,2,High School or Below,Employed,F,Suburban,Single,2,Call Center,Luxury Car,2,C,3
8390,Oregon,No,1,Bachelor,Employed,M,Rural,Married,2,Agent,Two-Door Car,2,P,3
8391,Arizona,No,2,College,Employed,F,Rural,Married,2,Call Center,Four-Door Car,2,P,3
8392,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,3,P,3
8393,Nevada,Yes,1,College,Unemployed,F,Suburban,Single,1,Agent,SUV,2,P,1
8394,Oregon,No,3,College,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,2,P,3
8395,California,No,2,Bachelor,Unemployed,F,Urban,Married,3,Agent,Four-Door Car,2,P,2
8396,Oregon,No,1,College,Employed,M,Suburban,Married,3,Call Center,SUV,2,P,1
8397,Oregon,No,1,Bachelor,Unemployed,F,Urban,Married,1,Call Center,Four-Door Car,2,P,1
8398,Washington,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,3,P,1
8399,Washington,No,1,High School or Below,Employed,F,Suburban,Single,1,Branch,Two-Door Car,2,S,1
8400,Oregon,No,2,Bachelor,Employed,F,Rural,Married,2,Agent,SUV,1,P,2
8401,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,1,C,3
8402,California,No,1,High School or Below,Employed,F,Urban,Married,2,Agent,Four-Door Car,2,C,2
8403,Arizona,No,2,Bachelor,Unemployed,M,Urban,Married,2,Web,Four-Door Car,2,P,2
8404,California,No,2,College,Other,M,Suburban,Single,2,Web,Four-Door Car,2,P,2
8405,Oregon,No,1,College,Unemployed,M,Suburban,Single,3,Web,SUV,2,P,2
8406,Oregon,No,1,College,Employed,F,Urban,Married,3,Agent,SUV,2,P,3
8407,Oregon,No,1,Master and Above,Employed,F,Rural,Married,2,Agent,Four-Door Car,1,P,1
8408,California,No,1,Bachelor,Other,F,Suburban,Married,1,Agent,Four-Door Car,2,P,3
8409,Oregon,No,1,Master and Above,Employed,M,Urban,Married,2,Call Center,Four-Door Car,2,P,1
8410,California,No,2,High School or Below,Unemployed,F,Suburban,Married,1,Agent,SUV,2,P,2
8411,Washington,No,2,College,Employed,M,Suburban,Married,4,Agent,Four-Door Car,2,P,2
8412,Oregon,No,1,Master and Above,Employed,F,Urban,Married,3,Web,Four-Door Car,2,S,3
8413,Arizona,No,1,High School or Below,Other,M,Suburban,Single,1,Agent,Four-Door Car,3,P,2
8414,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Married,1,Call Center,SUV,1,P,2
8415,Nevada,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Luxury Car,2,P,2
8416,Oregon,No,1,College,Employed,M,Suburban,Married,4,Web,Four-Door Car,1,P,2
8417,California,No,1,Bachelor,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,P,1
8418,Oregon,No,3,College,Employed,F,Urban,Married,3,Branch,Four-Door Car,2,P,2
8419,California,No,2,Master and Above,Employed,F,Urban,Married,4,Branch,Four-Door Car,2,P,2
8420,Oregon,No,1,College,Employed,F,Rural,Married,1,Agent,SUV,2,P,3
8421,Oregon,No,1,Bachelor,Employed,F,Rural,Married,2,Web,Four-Door Car,2,C,2
8422,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,P,3
8423,California,No,3,Bachelor,Employed,M,Rural,Single,3,Agent,Four-Door Car,2,S,2
8424,Washington,No,1,High School or Below,Other,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
8425,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Two-Door Car,2,P,3
8426,California,No,3,College,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,C,2
8427,Nevada,No,3,Master and Above,Employed,M,Rural,Married,4,Agent,Four-Door Car,2,P,3
8428,Oregon,No,1,Bachelor,Employed,M,Suburban,Married,1,Branch,Two-Door Car,2,P,2
8429,Arizona,No,2,High School or Below,Employed,M,Suburban,Married,3,Agent,Four-Door Car,2,P,3
8430,Nevada,No,2,Bachelor,Other,M,Suburban,Single,1,Call Center,Luxury Car,1,P,2
8431,Arizona,No,1,High School or Below,Employed,M,Suburban,Married,2,Agent,SUV,2,P,2
8432,Oregon,No,1,High School or Below,Unemployed,M,Rural,Married,2,Call Center,Two-Door Car,3,P,3
8433,Arizona,No,1,High School or Below,Employed,M,Urban,Married,1,Agent,Four-Door Car,3,C,3
8434,Washington,No,1,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,1,C,3
8435,Oregon,No,2,Bachelor,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,C,3
8436,California,Yes,1,College,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
8437,California,No,2,High School or Below,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,2
8438,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8439,Oregon,No,2,Bachelor,Other,F,Suburban,Married,1,Agent,SUV,2,P,2
8440,Oregon,No,2,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,1,P,2
8441,Nevada,No,2,Bachelor,Employed,M,Suburban,Single,2,Branch,Two-Door Car,2,P,1
8442,California,No,2,Bachelor,Employed,M,Rural,Married,2,Agent,Two-Door Car,2,P,1
8443,California,No,1,Bachelor,Employed,M,Suburban,Single,2,Branch,Four-Door Car,1,P,3
8444,California,No,1,High School or Below,Other,M,Suburban,Married,1,Branch,Four-Door Car,2,P,1
